Task: move-ego-0-0
  Dimension 0: min=0.5873, max=1.0273, mean=0.9236, std=0.0516
  Dimension 21: min=-0.6457, max=-0.3599, mean=-0.3927, std=0.0408
  Dimension 22: min=-0.7920, max=0.2017, mean=-0.7425, std=0.1435
  Dimension 23: min=-0.6375, max=-0.0125, mean=-0.0673, std=0.0950
  Dimension 24: min=-0.7331, max=-0.4454, mean=-0.5167, std=0.0315
  Dimension 25: min=-0.0477, max=0.0882, mean=0.0825, std=0.0187
  Dimension 26: min=-0.0307, max=0.0445, mean=-0.0240, std=0.0106
  Dimension 27: min=0.0653, max=0.1099, mean=0.0687, std=0.0068
  Dimension 28: min=-0.0571, max=0.2034, mean=0.1968, std=0.0305
  Dimension 29: min=-0.0633, max=0.1229, mean=-0.0483, std=0.0253
  Dimension 30: min=-0.0063, max=0.2200, mean=0.0089, std=0.0319
  Dimension 31: min=-0.0348, max=0.2542, mean=0.2467, std=0.0323
  Dimension 32: min=-0.0589, max=0.1470, mean=-0.0412, std=0.0278
  Dimension 33: min=-0.0391, max=0.2677, mean=-0.0191, std=0.0420
  Dimension 34: min=-0.0873, max=0.4698, mean=0.4585, std=0.0567
  Dimension 35: min=-0.0926, max=0.2387, mean=-0.0692, std=0.0449
  Dimension 36: min=-0.1258, max=0.4533, mean=-0.0107, std=0.0688
  Dimension 37: min=-0.0444, max=0.5359, mean=0.5211, std=0.0575
  Dimension 38: min=-0.0778, max=0.2733, mean=-0.0497, std=0.0472
  Dimension 39: min=-0.2010, max=0.5042, mean=-0.0594, std=0.0810
  Dimension 40: min=-0.0924, max=0.3907, mean=0.3790, std=0.0495
  Dimension 41: min=0.0036, max=0.2713, mean=0.0227, std=0.0366
  Dimension 42: min=-0.0828, max=0.3315, mean=-0.0145, std=0.0525
  Dimension 43: min=-0.1273, max=0.4058, mean=0.3654, std=0.0477
  Dimension 44: min=0.0884, max=0.3613, mean=0.1120, std=0.0365
  Dimension 45: min=-0.1220, max=0.3138, mean=-0.0460, std=0.0522
  Dimension 46: min=-0.2503, max=0.4399, mean=0.2597, std=0.0497
  Dimension 47: min=0.1398, max=0.5794, mean=0.2444, std=0.0458
  Dimension 48: min=-0.3531, max=0.2376, mean=-0.2400, std=0.0580
  Dimension 49: min=-0.2017, max=0.5702, mean=0.2276, std=0.0657
  Dimension 50: min=0.1076, max=0.7212, mean=0.2125, std=0.0661
  Dimension 51: min=-0.5905, max=0.0472, mean=-0.4796, std=0.0703
  Dimension 52: min=-0.2000, max=0.6291, mean=0.2400, std=0.0750
  Dimension 53: min=0.1117, max=0.7685, mean=0.1929, std=0.0743
  Dimension 54: min=-0.6688, max=-0.0249, mean=-0.5606, std=0.0739
  Dimension 55: min=-0.0601, max=0.3697, mean=0.3567, std=0.0460
  Dimension 56: min=-0.1517, max=0.1295, mean=-0.1342, std=0.0384
  Dimension 57: min=-0.0707, max=0.4144, mean=0.0093, std=0.0590
  Dimension 58: min=-0.0507, max=0.4169, mean=0.3325, std=0.0439
  Dimension 59: min=-0.2472, max=0.0566, mean=-0.2307, std=0.0414
  Dimension 60: min=-0.1129, max=0.4998, mean=-0.0010, std=0.0697
  Dimension 61: min=-0.0232, max=0.5655, mean=0.2432, std=0.0521
  Dimension 62: min=-0.3253, max=-0.1550, mean=-0.2923, std=0.0234
  Dimension 63: min=-0.3645, max=0.6446, mean=-0.2232, std=0.1050
  Dimension 64: min=0.1366, max=0.7675, mean=0.2131, std=0.0787
  Dimension 65: min=-0.4057, max=-0.2030, mean=-0.3416, std=0.0283
  Dimension 66: min=-0.6073, max=0.6378, mean=-0.4646, std=0.1339
  Dimension 67: min=0.1672, max=0.8421, mean=0.2319, std=0.0878
  Dimension 68: min=-0.4787, max=-0.2137, mean=-0.3539, std=0.0334
  Dimension 69: min=-0.6574, max=0.6325, mean=-0.5450, std=0.1438
  Dimension 70: min=-0.0785, max=0.2308, mean=0.1896, std=0.0398
  Dimension 71: min=0.9032, max=0.9985, mean=0.9753, std=0.0098
  Dimension 72: min=-0.4282, max=0.1498, mean=0.0754, std=0.0743
  Dimension 73: min=0.3819, max=1.0000, mean=0.4258, std=0.1033
  Dimension 74: min=-0.0000, max=0.0000, mean=-0.0000, std=0.0000
  Dimension 75: min=-0.9242, max=0.2124, mean=-0.8859, std=0.1522
  Dimension 76: min=-0.0955, max=0.5432, mean=0.3384, std=0.0541
  Dimension 77: min=0.8389, max=0.9813, mean=0.9318, std=0.0144
  Dimension 78: min=-0.3871, max=-0.0164, mean=-0.1145, std=0.0303
  Dimension 79: min=0.4660, max=0.9284, mean=0.5084, std=0.0751
  Dimension 80: min=-0.5289, max=0.2838, mean=-0.2754, std=0.0691
  Dimension 81: min=-0.8356, max=0.7883, mean=-0.7666, std=0.2600
  Dimension 82: min=-0.1478, max=0.5481, mean=0.3170, std=0.0549
  Dimension 83: min=0.8252, max=0.9908, mean=0.9288, std=0.0153
  Dimension 84: min=-0.4484, max=-0.0569, mean=-0.1798, std=0.0353
  Dimension 85: min=0.4232, max=0.8621, mean=0.5212, std=0.0472
  Dimension 86: min=-0.4629, max=-0.1073, mean=-0.3288, std=0.0298
  Dimension 87: min=-0.8487, max=-0.4952, mean=-0.7847, std=0.0367
  Dimension 88: min=-0.0983, max=0.5391, mean=0.0116, std=0.0710
  Dimension 89: min=0.7981, max=1.0000, mean=0.9947, std=0.0205
  Dimension 90: min=-0.5732, max=0.1411, mean=0.0416, std=0.0576
  Dimension 91: min=0.6829, max=0.9938, mean=0.9142, std=0.0282
  Dimension 92: min=-0.5385, max=0.1240, mean=0.0061, std=0.0777
  Dimension 93: min=-0.7218, max=0.0148, mean=-0.3892, std=0.0770
  Dimension 94: min=-0.1015, max=0.5894, mean=0.0138, std=0.0839
  Dimension 95: min=0.8031, max=1.0000, mean=0.9946, std=0.0257
  Dimension 96: min=-0.5718, max=0.0718, mean=-0.0234, std=0.0477
  Dimension 97: min=0.4813, max=0.9772, mean=0.7362, std=0.0529
  Dimension 98: min=-0.5895, max=0.0779, mean=-0.0268, std=0.0828
  Dimension 99: min=-0.8681, max=0.2043, mean=-0.6581, std=0.1206
  Dimension 100: min=-0.2912, max=0.2802, mean=-0.0360, std=0.0484
  Dimension 101: min=0.6672, max=0.9950, mean=0.9848, std=0.0379
  Dimension 102: min=-0.7112, max=0.1487, mean=0.0984, std=0.1242
  Dimension 103: min=0.5425, max=0.9836, mean=0.5758, std=0.0738
  Dimension 104: min=0.0556, max=0.4812, mean=0.1303, std=0.0486
  Dimension 105: min=-0.8317, max=0.6622, mean=-0.7651, std=0.2415
  Dimension 106: min=-0.2946, max=0.2827, mean=0.0278, std=0.0570
  Dimension 107: min=0.6933, max=0.9980, mean=0.9615, std=0.0312
  Dimension 108: min=-0.6944, max=0.2825, mean=0.2216, std=0.1463
  Dimension 109: min=0.3140, max=0.9432, mean=0.4726, std=0.0679
  Dimension 110: min=-0.5161, max=0.2218, mean=0.1883, std=0.1028
  Dimension 111: min=-0.9325, max=-0.1645, mean=-0.8480, std=0.0829
  Dimension 112: min=-0.1518, max=0.3230, mean=0.1533, std=0.0380
  Dimension 113: min=0.6292, max=0.9856, mean=0.9735, std=0.0409
  Dimension 114: min=-0.7322, max=-0.0641, mean=-0.1279, std=0.0968
  Dimension 115: min=0.3637, max=0.9082, mean=0.4937, std=0.0983
  Dimension 116: min=-0.6329, max=-0.0294, mean=-0.1809, std=0.0619
  Dimension 117: min=-0.9029, max=-0.1914, mean=-0.8342, std=0.1186
  Dimension 118: min=-0.1608, max=0.3001, mean=0.2081, std=0.0692
  Dimension 119: min=0.6734, max=0.9923, mean=0.9666, std=0.0336
  Dimension 120: min=-0.7180, max=-0.0006, mean=-0.0629, std=0.1117
  Dimension 121: min=-0.0135, max=0.9804, mean=0.1583, std=0.1507
  Dimension 122: min=-0.7041, max=0.1036, mean=-0.0910, std=0.1009
  Dimension 123: min=-0.9914, max=-0.1673, mean=-0.9608, std=0.1035
  Dimension 124: min=-0.2337, max=0.3794, mean=0.2088, std=0.0615
  Dimension 125: min=0.8093, max=0.9848, mean=0.9680, std=0.0181
  Dimension 126: min=-0.5870, max=0.2493, mean=-0.1007, std=0.0710
  Dimension 127: min=-0.5317, max=0.9895, mean=-0.4367, std=0.2112
  Dimension 128: min=-0.1639, max=0.2891, mean=0.0179, std=0.0458
  Dimension 129: min=-0.9739, max=0.1422, mean=-0.8662, std=0.1098
  Dimension 130: min=-0.2814, max=0.1125, mean=-0.0940, std=0.0365
  Dimension 131: min=0.8395, max=0.9975, mean=0.9918, std=0.0188
  Dimension 132: min=-0.5414, max=0.1426, mean=0.0035, std=0.0757
  Dimension 133: min=-0.1524, max=0.9959, mean=-0.0579, std=0.1603
  Dimension 134: min=-0.1931, max=0.1465, mean=0.0035, std=0.0325
  Dimension 135: min=-0.9997, max=0.0840, mean=-0.9781, std=0.1150
  Dimension 136: min=-0.2273, max=0.1775, mean=0.1259, std=0.0437
  Dimension 137: min=0.8178, max=0.9988, mean=0.9822, std=0.0155
  Dimension 138: min=-0.5287, max=0.1033, mean=-0.1184, std=0.0565
  Dimension 139: min=-0.5931, max=0.9821, mean=-0.1674, std=0.1669
  Dimension 140: min=-0.3333, max=0.2205, mean=-0.0890, std=0.0435
  Dimension 141: min=-0.9901, max=-0.0768, mean=-0.9621, std=0.0927
  Dimension 142: min=-0.2331, max=0.1236, mean=-0.1072, std=0.0481
  Dimension 143: min=0.8298, max=0.9992, mean=0.9811, std=0.0164
  Dimension 144: min=-0.5070, max=0.1750, mean=0.1273, std=0.0850
  Dimension 145: min=-0.5671, max=0.9860, mean=-0.0041, std=0.1611
  Dimension 146: min=-0.1173, max=0.2436, mean=0.1354, std=0.0357
  Dimension 147: min=-0.9979, max=-0.0468, mean=-0.9722, std=0.0959
  Dimension 148: min=-0.2905, max=0.3328, mean=0.1245, std=0.0769
  Dimension 149: min=0.7700, max=0.9963, mean=0.9850, std=0.0226
  Dimension 150: min=-0.5688, max=-0.0093, mean=-0.0550, std=0.0689
  Dimension 151: min=-0.6900, max=0.9513, mean=0.1245, std=0.1491
  Dimension 152: min=-0.2329, max=0.2977, mean=-0.0606, std=0.0354
  Dimension 153: min=-0.9932, max=-0.0802, mean=-0.9753, std=0.0784
  Dimension 154: min=-0.5407, max=0.1264, mean=-0.4508, std=0.1129
  Dimension 155: min=0.7249, max=0.9491, mean=0.8351, std=0.0282
  Dimension 156: min=-0.6809, max=-0.1728, mean=-0.2811, std=0.0826
  Dimension 157: min=-0.6451, max=0.9782, mean=-0.2808, std=0.1714
  Dimension 158: min=-0.6089, max=0.2616, mean=-0.4357, std=0.0787
  Dimension 159: min=-0.8845, max=-0.0915, mean=-0.8299, std=0.0839
  Dimension 160: min=-0.4139, max=0.5107, mean=-0.3435, std=0.1395
  Dimension 161: min=0.0836, max=0.9028, mean=0.4402, std=0.0827
  Dimension 162: min=-0.9924, max=-0.2758, mean=-0.8112, std=0.0622
  Dimension 163: min=-0.2250, max=0.9869, mean=0.1845, std=0.1229
  Dimension 164: min=-0.9942, max=0.3000, mean=-0.8158, std=0.1005
  Dimension 165: min=-0.6048, max=0.0234, mean=-0.5119, std=0.1147
  Dimension 166: min=-0.3704, max=0.8425, mean=-0.1577, std=0.1759
  Dimension 167: min=-0.3093, max=0.5873, mean=-0.1474, std=0.0944
  Dimension 168: min=-0.9984, max=-0.5043, mean=-0.9538, std=0.0610
  Dimension 169: min=0.0569, max=0.9528, mean=0.4378, std=0.1012
  Dimension 170: min=-0.9863, max=-0.3037, mean=-0.8843, std=0.0537
  Dimension 171: min=0.0023, max=0.5848, mean=0.0735, std=0.0889
  Dimension 172: min=0.0486, max=0.9377, mean=0.2597, std=0.1363
  Dimension 173: min=-0.5698, max=0.5999, mean=-0.3705, std=0.1240
  Dimension 174: min=-0.8905, max=-0.3439, mean=-0.8700, std=0.0671
  Dimension 175: min=-0.3442, max=0.9790, mean=0.1151, std=0.1185
  Dimension 176: min=-0.9858, max=-0.1576, mean=-0.8883, std=0.0601
  Dimension 177: min=0.0544, max=0.6116, mean=0.4191, std=0.0668
  Dimension 178: min=0.2151, max=0.9995, mean=0.9849, std=0.0578
  Dimension 179: min=-0.5555, max=0.6828, mean=-0.0919, std=0.1207
  Dimension 180: min=-0.6982, max=0.2671, mean=-0.0121, std=0.0596
  Dimension 181: min=-0.5553, max=0.9764, mean=-0.0923, std=0.1307
  Dimension 182: min=-0.9995, max=-0.1650, mean=-0.9805, std=0.0688
  Dimension 183: min=0.0092, max=0.6067, mean=0.0314, std=0.0858
  Dimension 184: min=-0.3232, max=0.5999, mean=0.5347, std=0.1394
  Dimension 185: min=0.7538, max=0.9967, mean=0.8146, std=0.0414
  Dimension 186: min=-0.6180, max=0.4295, mean=0.1383, std=0.1010
  Dimension 187: min=-0.4958, max=0.9853, mean=-0.0635, std=0.1492
  Dimension 188: min=-0.3373, max=0.3994, mean=0.2178, std=0.0801
  Dimension 189: min=-0.9984, max=-0.0628, mean=-0.9546, std=0.0925
  Dimension 190: min=-0.6567, max=0.3348, mean=0.2723, std=0.1343
  Dimension 191: min=0.0136, max=0.9963, mean=0.1955, std=0.1416
  Dimension 192: min=-0.5958, max=0.9876, mean=0.9088, std=0.1535
  Dimension 193: min=0.0250, max=0.9767, mean=0.4188, std=0.0978
  Dimension 194: min=-0.0226, max=0.9983, mean=0.8404, std=0.1103
  Dimension 195: min=-0.6505, max=-0.0026, mean=-0.2984, std=0.0861
  Dimension 196: min=-0.8175, max=0.2797, mean=0.1264, std=0.1838
  Dimension 197: min=-0.1230, max=0.7899, mean=0.1576, std=0.0941
  Dimension 198: min=0.0303, max=0.9998, mean=0.9507, std=0.1125
  Dimension 199: min=0.0444, max=0.7857, mean=0.6316, std=0.0793
  Dimension 200: min=0.6067, max=0.9909, mean=0.7333, std=0.0503
  Dimension 201: min=-0.5217, max=0.2029, mean=-0.2132, std=0.0954
  Dimension 202: min=-0.9085, max=-0.1973, mean=-0.3252, std=0.1143
  Dimension 203: min=-0.1593, max=0.7865, mean=0.0546, std=0.1145
  Dimension 204: min=-0.0746, max=0.9796, mean=0.9202, std=0.1355
  Dimension 205: min=-0.0251, max=0.7809, mean=0.3328, std=0.0782
  Dimension 206: min=0.6171, max=0.9981, mean=0.9334, std=0.0362
  Dimension 207: min=-0.4618, max=0.2665, mean=0.0535, std=0.0874
  Dimension 208: min=-1.0000, max=-0.7967, mean=-0.9906, std=0.0268
  Dimension 209: min=-0.3105, max=0.5455, mean=0.0783, std=0.0879
  Dimension 210: min=-0.5460, max=0.0475, mean=-0.0063, std=0.0633
  Dimension 211: min=-0.4651, max=0.5894, mean=0.0771, std=0.0983
  Dimension 212: min=0.7736, max=0.9989, mean=0.9853, std=0.0337
  Dimension 213: min=-0.3026, max=0.4957, mean=0.0332, std=0.1067
  Dimension 214: min=-1.0393, max=1.0103, mean=0.0183, std=0.1879
  Dimension 215: min=-0.5972, max=0.2395, mean=-0.0124, std=0.0591
  Dimension 216: min=-1.1537, max=0.2765, mean=-0.0392, std=0.1691
  Dimension 217: min=-1.6649, max=0.6981, mean=0.0037, std=0.2181
  Dimension 218: min=-0.5996, max=0.6046, mean=-0.0096, std=0.0830
  Dimension 219: min=-1.1383, max=0.3656, mean=-0.0301, std=0.1456
  Dimension 220: min=-3.5568, max=0.7587, mean=-0.0378, std=0.3450
  Dimension 221: min=-0.2927, max=1.9964, mean=0.0283, std=0.2028
  Dimension 222: min=-2.1560, max=0.7862, mean=-0.0173, std=0.2274
  Dimension 223: min=-4.3465, max=0.2013, mean=-0.0590, std=0.4248
  Dimension 224: min=-1.0087, max=3.2456, mean=0.0143, std=0.3021
  Dimension 225: min=-2.9056, max=2.2456, mean=-0.0001, std=0.2512
  Dimension 226: min=-4.5428, max=0.2120, mean=-0.0621, std=0.4216
  Dimension 227: min=-0.5362, max=4.6502, mean=0.0300, std=0.3517
  Dimension 228: min=-2.7686, max=1.5158, mean=-0.0009, std=0.2054
  Dimension 229: min=-0.8163, max=0.7669, mean=0.0188, std=0.1724
  Dimension 230: min=-0.5868, max=0.5203, mean=-0.0112, std=0.0777
  Dimension 231: min=-1.2593, max=0.3827, mean=-0.0371, std=0.1734
  Dimension 232: min=-1.6076, max=1.3280, mean=-0.0098, std=0.2505
  Dimension 233: min=-0.6805, max=2.3337, mean=0.0267, std=0.2619
  Dimension 234: min=-2.9517, max=1.3804, mean=-0.0331, std=0.3408
  Dimension 235: min=-2.1528, max=1.8716, mean=-0.0208, std=0.2684
  Dimension 236: min=-1.8354, max=1.6655, mean=0.0107, std=0.1978
  Dimension 237: min=-3.3196, max=2.0229, mean=-0.0068, std=0.2800
  Dimension 238: min=-2.0800, max=1.8110, mean=-0.0209, std=0.2389
  Dimension 239: min=-2.2896, max=2.4657, mean=0.0184, std=0.2544
  Dimension 240: min=-3.7519, max=1.7067, mean=-0.0151, std=0.3237
  Dimension 241: min=-0.7883, max=1.4769, mean=0.0290, std=0.2074
  Dimension 242: min=-0.6846, max=0.0227, mean=-0.0187, std=0.0683
  Dimension 243: min=-1.3483, max=0.1953, mean=-0.0424, std=0.1808
  Dimension 244: min=-0.7833, max=1.2171, mean=0.0367, std=0.1861
  Dimension 245: min=-0.6685, max=0.1295, mean=-0.0169, std=0.0751
  Dimension 246: min=-1.9260, max=0.0918, mean=-0.0611, std=0.2616
  Dimension 247: min=-0.6211, max=1.0685, mean=0.0380, std=0.1766
  Dimension 248: min=-0.6541, max=0.1583, mean=-0.0139, std=0.0738
  Dimension 249: min=-2.0096, max=0.0832, mean=-0.0687, std=0.2957
  Dimension 250: min=-0.0385, max=1.2531, mean=0.0589, std=0.2029
  Dimension 251: min=-0.5295, max=0.2989, mean=-0.0094, std=0.0678
  Dimension 252: min=-3.0620, max=0.2452, mean=-0.0879, std=0.4493
  Dimension 253: min=-0.0408, max=1.2016, mean=0.0582, std=0.2011
  Dimension 254: min=-0.3505, max=0.4468, mean=-0.0042, std=0.0601
  Dimension 255: min=-3.2614, max=0.2188, mean=-0.0979, std=0.5112
  Dimension 256: min=-0.1579, max=0.8175, mean=0.0441, std=0.1637
  Dimension 257: min=-0.5316, max=0.1125, mean=-0.0100, std=0.0594
  Dimension 258: min=-2.5077, max=0.0632, mean=-0.0755, std=0.3534
  Dimension 259: min=-0.0451, max=0.7067, mean=0.0354, std=0.1357
  Dimension 260: min=-0.5210, max=0.1299, mean=-0.0075, std=0.0529
  Dimension 261: min=-2.6375, max=0.0837, mean=-0.0765, std=0.3676
  Dimension 262: min=-0.8503, max=1.7989, mean=0.0187, std=0.1801
  Dimension 263: min=-1.2589, max=0.5364, mean=-0.0104, std=0.1355
  Dimension 264: min=-2.8030, max=0.2344, mean=-0.0839, std=0.4466
  Dimension 265: min=-1.4818, max=2.9826, mean=0.0102, std=0.3008
  Dimension 266: min=-2.3925, max=0.8087, mean=-0.0126, std=0.2142
  Dimension 267: min=-3.0815, max=0.3233, mean=-0.0924, std=0.4769
  Dimension 268: min=-1.6433, max=3.7374, mean=0.0106, std=0.3521
  Dimension 269: min=-2.7801, max=1.1221, mean=-0.0133, std=0.2529
  Dimension 270: min=-3.2273, max=0.3382, mean=-0.0941, std=0.4862
  Dimension 271: min=-0.1402, max=1.2279, mean=0.0578, std=0.2106
  Dimension 272: min=-0.6770, max=0.0914, mean=-0.0131, std=0.0717
  Dimension 273: min=-2.8725, max=0.2072, mean=-0.0813, std=0.4009
  Dimension 274: min=-0.2358, max=2.1274, mean=0.0646, std=0.2579
  Dimension 275: min=-0.6873, max=0.2502, mean=-0.0140, std=0.0826
  Dimension 276: min=-3.3962, max=0.4617, mean=-0.0902, std=0.4754
  Dimension 277: min=-0.6964, max=4.4325, mean=0.0745, std=0.4483
  Dimension 278: min=-1.0842, max=1.7902, mean=0.0043, std=0.2066
  Dimension 279: min=-3.8947, max=0.4757, mean=-0.1242, std=0.6578
  Dimension 280: min=-2.3104, max=5.6831, mean=0.0688, std=0.5829
  Dimension 281: min=-1.5673, max=3.5865, mean=0.0382, std=0.3836
  Dimension 282: min=-5.4279, max=0.4250, mean=-0.1565, std=0.8100
  Dimension 283: min=-2.7401, max=6.1688, mean=0.0708, std=0.6428
  Dimension 284: min=-1.6748, max=4.1086, mean=0.0507, std=0.4540
  Dimension 285: min=-5.9154, max=0.5367, mean=-0.1671, std=0.8655
  Dimension 286: min=-1.5983, max=3.7582, mean=0.0564, std=0.4758
  Dimension 287: min=-1.1506, max=5.1198, mean=0.1339, std=0.7173
  Dimension 288: min=-0.9106, max=5.9029, mean=0.1032, std=0.6167
  Dimension 289: min=-0.5750, max=2.8840, mean=0.0817, std=0.4060
  Dimension 290: min=-4.3183, max=9.2043, mean=0.1253, std=0.9996
  Dimension 291: min=-2.5277, max=7.2832, mean=0.0839, std=0.6427
  Dimension 292: min=-1.3387, max=4.2205, mean=0.0216, std=0.3994
  Dimension 293: min=-4.3794, max=10.6840, mean=0.0637, std=0.9182
  Dimension 294: min=-3.4820, max=8.1690, mean=0.0671, std=0.7514
  Dimension 295: min=-2.8904, max=9.5057, mean=0.0481, std=0.7883
  Dimension 296: min=-6.3918, max=8.2429, mean=0.0093, std=0.7775
  Dimension 297: min=-3.6104, max=9.7921, mean=0.1144, std=0.9220
  Dimension 298: min=-2.3968, max=8.6085, mean=0.0571, std=0.7429
  Dimension 299: min=-10.0335, max=20.3840, mean=0.0568, std=1.5870
  Dimension 300: min=-3.8538, max=12.6627, mean=0.1008, std=0.9361
  Dimension 301: min=-3.2864, max=5.8077, mean=0.0452, std=0.5971
  Dimension 302: min=-7.6074, max=7.6073, mean=0.1618, std=0.9915
  Dimension 303: min=-0.6552, max=5.8031, mean=0.1102, std=0.6452
  Dimension 304: min=-3.9038, max=6.4038, mean=0.0827, std=0.6977
  Dimension 305: min=-2.1731, max=6.8341, mean=0.1037, std=0.7743
  Dimension 306: min=-6.6711, max=5.9590, mean=0.0747, std=0.7529
  Dimension 307: min=-6.4347, max=5.6316, mean=0.0504, std=0.8378
  Dimension 308: min=-6.0998, max=6.1493, mean=0.0868, std=0.7790
  Dimension 309: min=-8.5616, max=5.9887, mean=0.0709, std=0.8414
  Dimension 310: min=-3.4295, max=5.6027, mean=0.0806, std=0.7328
  Dimension 311: min=-10.9771, max=8.1265, mean=0.1297, std=1.1602
  Dimension 312: min=-7.9146, max=6.0173, mean=0.0488, std=0.8953
  Dimension 313: min=-4.1179, max=6.0755, mean=0.0356, std=0.6360
  Dimension 314: min=-0.5696, max=10.2944, mean=0.2148, std=1.1911
  Dimension 315: min=-2.3181, max=3.3052, mean=0.0660, std=0.4199
  Dimension 316: min=-1.9287, max=3.9686, mean=0.0403, std=0.4360
  Dimension 317: min=-0.5078, max=8.3181, mean=0.1703, std=0.9657
  Dimension 318: min=-7.4253, max=4.4510, mean=0.0677, std=0.6292
  Dimension 319: min=-1.6541, max=3.9598, mean=0.0416, std=0.4948
  Dimension 320: min=-1.8174, max=9.3039, mean=0.1544, std=1.1049
  Dimension 321: min=-3.1645, max=2.0228, mean=0.0378, std=0.3645
  Dimension 322: min=-1.6412, max=4.7718, mean=0.0464, std=0.4861
  Dimension 323: min=-1.8346, max=8.6688, mean=0.1467, std=1.0883
  Dimension 324: min=-2.9500, max=3.5125, mean=0.0681, std=0.3902
  Dimension 325: min=-2.5497, max=4.1044, mean=0.0281, std=0.4720
  Dimension 326: min=-4.5043, max=13.4509, mean=0.1318, std=1.3065
  Dimension 327: min=-3.6755, max=5.1061, mean=0.0291, std=0.5685
  Dimension 328: min=-2.7982, max=3.5628, mean=0.0457, std=0.4065
  Dimension 329: min=-1.1629, max=8.2558, mean=0.1621, std=0.9743
  Dimension 330: min=-3.4288, max=2.8612, mean=0.0345, std=0.4421
  Dimension 331: min=-5.3243, max=1.7315, mean=-0.0053, std=0.5627
  Dimension 332: min=-5.3816, max=6.0453, mean=0.0982, std=0.7265
  Dimension 333: min=-6.1857, max=1.8183, mean=-0.0257, std=0.6582
  Dimension 334: min=-5.1462, max=2.8917, mean=0.0128, std=0.4958
  Dimension 335: min=-10.1468, max=6.5220, mean=0.0683, std=0.9730
  Dimension 336: min=-7.2056, max=1.8077, mean=-0.0019, std=0.5595
  Dimension 337: min=-6.2391, max=4.2707, mean=0.0284, std=0.6197
  Dimension 338: min=-9.8800, max=5.2312, mean=0.0369, std=0.9593
  Dimension 339: min=-6.4717, max=2.0203, mean=-0.0290, std=0.6108
  Dimension 340: min=-4.9331, max=4.8747, mean=0.0623, std=0.6633
  Dimension 341: min=-12.8296, max=5.9037, mean=-0.0821, std=1.2517
  Dimension 342: min=-6.2215, max=3.4308, mean=0.0111, std=0.7378
  Dimension 343: min=-3.2901, max=6.2080, mean=0.0624, std=0.7764
  Dimension 344: min=-1.0861, max=10.8234, mean=0.1650, std=1.0977
  Dimension 345: min=-4.5746, max=6.3966, mean=0.0229, std=0.7550
  Dimension 346: min=-2.9128, max=8.3623, mean=0.1444, std=1.0488
  Dimension 347: min=-2.5696, max=6.0754, mean=0.1523, std=0.8403
  Dimension 348: min=-1.4052, max=12.0992, mean=0.1549, std=1.2619
  Dimension 349: min=-1.3444, max=6.6933, mean=0.1004, std=0.7729
  Dimension 350: min=-6.0044, max=14.7476, mean=0.1402, std=1.2136
  Dimension 351: min=-2.5094, max=12.1053, mean=0.1427, std=1.2068
  Dimension 352: min=-6.8829, max=5.6563, mean=0.0828, std=0.8235
  Dimension 353: min=-5.7678, max=13.3449, mean=0.1330, std=1.1504
  Dimension 354: min=-1.8364, max=13.3519, mean=0.1710, std=1.2780
  Dimension 355: min=-6.9628, max=5.1868, mean=0.0592, std=0.9099
  Dimension 356: min=-9.2944, max=14.7405, mean=0.0360, std=1.2846
  Dimension 357: min=-0.9237, max=13.7513, mean=0.1985, std=1.3930

Task: crawl-0.5-2-d
  Dimension 0: min=0.3223, max=0.9400, mean=0.4163, std=0.1295
  Dimension 1: min=-0.0654, max=0.0407, mean=-0.0120, std=0.0261
  Dimension 2: min=0.0627, max=0.1148, mean=0.1096, std=0.0086
  Dimension 3: min=-0.0964, max=0.0157, mean=0.0016, std=0.0179
  Dimension 4: min=-0.2287, max=0.0975, mean=-0.1157, std=0.0896
  Dimension 5: min=0.0950, max=0.4711, mean=0.3962, std=0.0731
  Dimension 6: min=-0.4666, max=-0.0960, mean=-0.1887, std=0.0704
  Dimension 7: min=-0.5589, max=-0.0550, mean=-0.3629, std=0.1551
  Dimension 8: min=0.0619, max=0.8481, mean=0.6736, std=0.1559
  Dimension 9: min=-0.8646, max=-0.1223, mean=-0.2583, std=0.1399
  Dimension 10: min=-0.6279, max=0.0643, mean=-0.3692, std=0.2100
  Dimension 11: min=0.0813, max=0.8782, mean=0.7369, std=0.1510
  Dimension 12: min=-0.9204, max=-0.2469, mean=-0.3460, std=0.1358
  Dimension 13: min=-0.1125, max=0.0049, mean=-0.1038, std=0.0177
  Dimension 14: min=-0.0740, max=0.0690, mean=0.0168, std=0.0302
  Dimension 15: min=-0.0905, max=-0.0090, mean=-0.0176, std=0.0140
  Dimension 16: min=-0.4543, max=0.2205, mean=-0.3705, std=0.1191
  Dimension 17: min=-0.1656, max=0.3715, mean=0.1630, std=0.1248
  Dimension 18: min=-0.4731, max=-0.1325, mean=-0.1978, std=0.0672
  Dimension 19: min=-0.7884, max=0.0611, mean=-0.6296, std=0.1699
  Dimension 20: min=-0.1675, max=0.7528, mean=0.4355, std=0.2059
  Dimension 21: min=-0.8715, max=-0.1319, mean=-0.2333, std=0.1430
  Dimension 22: min=-0.8328, max=0.1874, mean=-0.6783, std=0.1926
  Dimension 23: min=-0.2471, max=0.7170, mean=0.3671, std=0.2214
  Dimension 24: min=-0.9196, max=-0.2318, mean=-0.3272, std=0.1363
